,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
225404,225404,Deepair Wins The Best Presentation Award At AGIFORS RM Study Group,We are super excited to share the,1,Kartik Yellepeddi,deepair,2019,7,4,2,0.0,https://medium.com/deepair/deepair-wins-the-best-presentation-award-at-agifors-rm-study-group-f7ea25df9fd1,https://medium.com/@yvgkartik,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225405,225405,State Of Airline Revenue Management Research,Our Key Take Aways from 2019 AGIFORS RM Study Group,1,Kartik Yellepeddi,deepair,2019,7,2,2,2.0,https://medium.com/deepair/state-of-airline-revenue-management-research-5fa89001832d,https://medium.com/@yvgkartik,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225409,225409,"DeepBrain Chain  ,  29",   DeepBrain Chain!,0,Boban Vorobey,DeepBrain Chain Russia,2018,11,10,9,140.0,https://medium.com/deepbrainchain-russia/deepbrain-chain-%D0%B5%D0%B6%D0%B5%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B2%D1%8B%D0%BF%D1%83%D1%81%D0%BA-29-bc9488d2cc7d,https://medium.com/@bobanvorobey,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225412,225412,DeepBrain Chain Weekly Report #22,"Valued Members of DeepBrain Chain,",1,DeepBrain Chain,DeepBrainChainGlobal,2018,8,14,7,212.0,https://medium.com/deepbrainchainglobal/deepbrain-chain-weekly-report-22-e678ef7120c7,https://medium.com/@DeepBrain_Chain,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225478,225478,Top 6 Deepfakes in July 2019,Welcome to the decade of Keanu deepfakes!,1,Rashi,DFBlue,2019,7,31,2,0.0,https://medium.com/deepfakeblue/top-6-deepfakes-in-july-2019-150dca4d066,https://medium.com/@dfblue,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225490,225490,4K Graphics On Cheap Hardware With Neural Networks?,Overview of the paper Neural Supersampling for,1,Chintan Trivedi,deepgamingai,2020,7,11,3,2.0,https://medium.com/deepgamingai/4k-graphics-on-cheap-hardware-with-neural-networks-fea542749694,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225493,225493,AI-Generated Graphics: One Step Closer,Overview of the paper World-Consistent Video-to-Video,1,Chintan Trivedi,deepgamingai,2020,7,23,3,5.0,https://medium.com/deepgamingai/ai-generated-graphics-one-step-closer-game-futurology-19-d8823aadd551,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225496,225496,Automate your Lip-Sync Animations With This AI (LipGAN),Overview of the paper Towards Automatic,1,Chintan Trivedi,deepgamingai,2020,6,25,3,58.0,https://medium.com/deepgamingai/automate-your-lip-sync-animations-with-this-ai-lipgan-ad35551ae62d,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225499,225499,Can AI Replace An Entire Game Engine? (Nvidia GameGAN),Overview of the paper Learning to Simulate,1,Chintan Trivedi,deepgamingai,2020,6,21,3,4.0,https://medium.com/deepgamingai/can-ai-replace-an-entire-game-engine-game-futurology-5-797f44e432c6,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225500,225500,Create 3D Mesh of your home with a camera and this AI!,Overview of the paper Atlas: End-to-End 3D,1,Chintan Trivedi,deepgamingai,2020,8,14,3,11.0,https://medium.com/deepgamingai/create-3d-mesh-of-your-home-with-this-ai-8b7656dbbba,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225501,225501,Create novel 3D views of objects from 2D images with AI,Overview of the paper Free View Synthesis by,1,Chintan Trivedi,deepgamingai,2020,8,17,3,7.0,https://medium.com/deepgamingai/create-novel-3d-views-of-objects-from-2d-images-with-ai-54db4ce59cb,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225503,225503,Creating Mo-Cap Facial Animations of Virtual Characters with Deep Learning,Overview of the paper,1,Chintan Trivedi,deepgamingai,2020,6,21,5,3.0,https://medium.com/deepgamingai/creating-mo-cap-facial-animations-of-virtual-characters-with-deep-learning-4e5b78d11b3e,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225505,225505,"Deep Learning for Animating Player Movements, Control and Interactions in a Game Environment",,1,Chintan Trivedi,deepgamingai,2020,6,21,3,6.0,https://medium.com/deepgamingai/deep-learning-for-animating-player-movements-control-and-interactions-in-a-game-environment-aaa2ae62b6d0,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225509,225509,Faster A.I. For Fortnite To PUBG Graphics Conversion,Overview of the paper Contrastive Learning for,1,Chintan Trivedi,deepgamingai,2020,8,1,3,68.0,https://medium.com/deepgamingai/faster-a-i-for-fortnite-to-pubg-graphics-conversion-a027b82940c7,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225512,225512,GANs For Cartoonish Game Content Generation Without Dataset,Overview of the paper Rewriting a Deep,1,Chintan Trivedi,deepgamingai,2020,8,19,3,11.0,https://medium.com/deepgamingai/gans-for-cartoonish-game-content-generation-without-dataset-59ef4ed8c4b7,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225515,225515,How to Create Fake Talking Head Videos With Deep Learning (Code Tutorial),Combining Face Generation,1,DG AI Team,deepgamingai,2020,6,30,5,50.0,https://medium.com/deepgamingai/how-to-create-fake-talking-head-videos-with-deep-learning-code-tutorial-4849be360519,https://medium.com/@deepgamingai,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225518,225518,Image Compression with GANs,Overview of the paper High-Fidelity Generative Image Compression by,1,Chintan Trivedi,deepgamingai,2020,6,30,3,1.0,https://medium.com/deepgamingai/image-compression-with-gans-8d79f53f0470,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225521,225521,Motion Style Transfer For 3D Character Animation,Overview of the paper Unpaired Motion Style Transfer,1,Chintan Trivedi,deepgamingai,2020,8,7,3,2.0,https://medium.com/deepgamingai/motion-style-transfer-for-3d-character-animation-7d66c423e743,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225522,225522,One-Click Text To 3D Face Generation With AI,Combining the papers Text-to-Face Generation via,1,Chintan Trivedi,deepgamingai,2020,6,27,4,35.0,https://medium.com/deepgamingai/one-click-text-to-3d-face-generation-with-ai-47babc99e2b9,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225528,225528,Realistic facial animations of 3D Avatars driven by Audio and Gaze,Overview of the paper Audio- and,1,Chintan Trivedi,deepgamingai,2020,8,26,2,2.0,https://medium.com/deepgamingai/realistic-facial-animations-of-3d-avatars-driven-by-audio-and-gaze-9be2102e24d,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225530,225530,Speech-Controlled Body Animations With Deep Learning,Overview of the paper Style-Controllable,1,Chintan Trivedi,deepgamingai,2020,7,14,3,5.0,https://medium.com/deepgamingai/speech-controlled-body-animations-with-deep-learning-fd6329d5b5e5,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225534,225534,This AI converts 2D images to 3D scenes preserving spatial information for Human-Object,,1,Chintan Trivedi,deepgamingai,2020,8,3,3,16.0,https://medium.com/deepgamingai/this-ai-converts-2d-images-to-3d-scenes-preserving-spatial-information-for-human-object-36bdf0bea5ea,https://medium.com/@chintan.t93,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225535,225535,This AI could be used to generate GTA 6 graphics,,1,DG AI Team,deepgamingai,2020,6,30,7,0.0,https://medium.com/deepgamingai/this-ai-could-be-used-to-generate-gta-6-graphics-c64782f439a4,https://medium.com/@deepgamingai,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225538,225538,Turning Fortnite into PUBG with Deep Learning (CycleGAN),Understanding CycleGAN for Image Style,1,DG AI Team,deepgamingai,2020,6,25,5,1.0,https://medium.com/deepgamingai/turning-fortnite-into-pubg-with-deep-learning-cyclegan-9dd5f9d61169,https://medium.com/@deepgamingai,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225539,225539,Using Deep Learning to improve FIFA 18 graphics,,1,DG AI Team,deepgamingai,2020,6,25,6,0.0,https://medium.com/deepgamingai/using-deep-learning-to-improve-fifa-18-graphics-8bf1887aeb37,https://medium.com/@deepgamingai,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225543,225543,Cheap Automatic Speech Transcription,,1,Scott Stephenson,Deepgram,2016,7,25,2,0.0,https://medium.com/deepgram/cheap-automatic-speech-transcription-93fce6b8611a,https://medium.com/@scott_17538,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225544,225544,Create a Deepgram Account,"Hey! With Deepgram you can easily create an account that lets you index, fuzzy search, and transcribe speech from audio and video. When you sign up you get 40 hours free to use all the features of Deepgrams API.",0,Scott Stephenson,Deepgram,2016,2,1,4,0.0,https://medium.com/deepgram/create-a-deepgram-account-fb00257c2beb,https://medium.com/@scott_17538,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225546,225546,Find Hidden Data in your Calls,"If youre like most companies out there, youve got a huge pile of recorded calls that you dont know what to do with. Youd think: there has to be something really useful in there, but how do I get it out?.",0,Scott Stephenson,Deepgram,2016,1,14,3,0.0,https://medium.com/deepgram/find-hidden-data-in-your-calls-e17976a7974f,https://medium.com/@scott_17538,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225553,225553,A Beginners Guide to Shallow Neural Network,Knowing the crux of how neural networks work always has its perks. Although tools,1,Achleshwar,deeplearning.notepad,2020,6,28,6,18.0,https://medium.com/deeplearning-notepad/a-beginners-guide-to-shallow-neural-network-bde80c868ac9,https://medium.com/@f20180401,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225557,225557,Deep Learning: Deploying an AI application with Flask,I tried introducing how to deploy an AI application. Please leave a,1,Pedro Torres Perez,deeplearningbrasilia,2018,11,15,4,160.0,https://medium.com/deeplearningbrasilia/deep-learning-deploying-an-ai-application-with-flask-e23a546f32d1,https://medium.com/@pedrohbtp,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225564,225564,Instalando um ambiente fastai no Ubuntu,O curso de Deep Learning da fast.ai recomenda que novatos comecem utilizando alguma das,1,Erick Muzart Fonseca dos Santos,deeplearningbrasilia,2019,3,9,5,20.0,https://medium.com/deeplearningbrasilia/instalando-um-ambiente-fastai-no-ubuntu-27bf584857f4,https://medium.com/@EMFS2,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225568,225568,Should you use FastAI?,"Recently, Ive been studying Deep Learning with Pytorch and FastAI. I always get impressed how FastAI models are fast",1,Thiago Dantas,deeplearningbrasilia,2020,2,28,5,313.0,https://medium.com/deeplearningbrasilia/should-you-use-fastai-7ce994de67d0,https://medium.com/@thiagodma52,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225589,225589,Seoul Mayor Park Won-soon visited DeepNatural,,1,Anson Park,DeepNatural,2019,1,18,5,2.0,https://medium.com/deepnatural/seoul-mayor-park-won-soon-visited-deepnatural-a07b83ac73a,https://medium.com/@ansonswpark,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225601,225601,Deepomatic takes a closer look at cancer using its smart deep-learning technology,,1,Antje Farnier,deepomatic,2017,12,1,1,204.0,https://medium.com/deepomatic/deepomatic-takes-a-closer-look-at-cancer-using-its-smart-deep-learning-technology-abe4a219863c,https://medium.com/@antjefarnier,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225603,225603,Learning Fine-Grained Similarity for Fashion with Deep Multi-Modal Representations,"AI+Fashion is a hot topic. A lot of research articles dealing with this subject can be found in the litterature [7, 8, 9].",0,David Bouba,deepomatic,2016,10,18,7,25.0,https://medium.com/deepomatic/learning-fine-grained-similarity-for-fashion-with-deep-multi-modal-representations-8ce7aad52316,https://medium.com/@davidbouba,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225605,225605,Moving beyond: Deepomatic learns how to track multiple objects,,1,Antje Farnier,deepomatic,2017,6,20,1,137.0,https://medium.com/deepomatic/moving-beyond-deepomatic-learns-how-to-track-multiple-objects-be5a75e1e287,https://medium.com/@antjefarnier,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225606,225606,Search the world with Deepomatic API,"We are proud to announce that our visual search API is now made public. Register on developers.deepomatic.com and enter a world where end-users can search your own catalogue of images by taking a picture of packaged goods, print media, posters, and more!",0,Vincent Delaitre,deepomatic,2016,9,28,2,7.0,https://medium.com/deepomatic/search-the-world-with-deepomatic-api-50c9aebd0529,https://medium.com/@v.delaitre,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225638,225638,Bridging the AI Divide with DeepStack,,1,John Olafenwa,DeepQuestAI,2019,4,8,5,52.0,https://medium.com/deepquestai/bridging-the-ai-divide-with-deepstack-5109c206384,https://medium.com/@johnolafenwa,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225643,225643,DeepStackWorld first self-managed AI Server,Artificial Intelligence,1,Moses Olafenwa,DeepQuestAI,2018,11,7,3,370.0,https://medium.com/deepquestai/deepstack-world-first-self-managed-ai-server-1360d6261cfc,https://medium.com/@guymodscientist,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225677,225677,How AI is Helping Us Fight the War Against TB,By making early and accurate diagnosis accessible for,1,Viraj Kulkarni,DeepTek,2020,4,30,4,2.0,https://medium.com/deeptek/how-ai-is-helping-us-fight-the-war-against-tb-c937cec8343c,https://medium.com/@diningphilosopher,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225694,225694,Visualizing and Understanding Deep Neural Networks: Part 1,"With the growing complexity of AI models, the critical need",1,Parvez Kose,DeepViz,2020,6,6,3,0.0,https://medium.com/deepviz/visualizing-and-understanding-deep-neural-networks-part-1-72babcee9494,https://medium.com/@parvez__,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225695,225695,Can Fake News Protect Us From Deepfakes?,"When things got complicated, who will we trust?",1,Mehmet Emre Cetin,deepware,2020,1,14,3,4.0,https://medium.com/deepware/can-fake-news-protect-us-from-deepfakes-46c4673e0222,https://medium.com/@m.emrecetin,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225696,225696,Deepfake: From Voice Swap To Full Body Synthesis,,1,Mehmet Emre Cetin,deepware,2020,1,3,4,3.0,https://medium.com/deepware/deepfake-from-voice-swap-to-full-body-synthesis-c7be9d1772a,https://medium.com/@m.emrecetin,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225697,225697,Social Media Worry About Deepfake But Also Cant Do Without It,,1,Mehmet Emre Cetin,deepware,2020,1,13,3,0.0,https://medium.com/deepware/social-media-worry-about-deepfake-but-also-cant-do-without-it-7b818b0fabc3,https://medium.com/@m.emrecetin,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225698,225698,Top 5 Jim Carrey Deepfake Videos,One of the most famous artists whose face used in Deepfake Videos is,1,Mehmet Emre Cetin,deepware,2020,1,15,1,17.0,https://medium.com/deepware/top-5-jim-carrey-deepfake-videos-d1efc12d6109,https://medium.com/@m.emrecetin,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225767,225767,GLUE,"Since the beginning of time, humans and some animals have been able to communicate using several abstraction techniques. The communication exists in",1,Dan Lee,delvify,2020,6,9,7,1.0,https://medium.com/delvify/glue-f97119fa604c,https://medium.com/@danieljlee1990,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225854,225854,Hylburt-Speys,"Posting for a friend who doesnt want to be linked directly, for obvious reasons. Part interview, part summary analysis. While I cannot verify details, the story had drawn me in. Not that Im saying its a good direction, nor that I agree with the approach necessarily. However, this appears to be a",0,Paco Nathan,derwen,2016,8,22,34,26.0,https://medium.com/derwen/hylburt-speys-cd574abfa611,https://medium.com/@pacoid,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225858,225858,The Nearest Ballroom Foyer,"Hannah, in the front passenger seat, broke our luxuriously noise-cancelled silence by reading",0,Paco Nathan,derwen,2016,12,31,11,1.0,https://medium.com/derwen/the-nearest-ballroom-foyer-fe42fae033ee,https://medium.com/@pacoid,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
225878,225878,How I Trained a GAN to Make It Snow,Generating realistic but synthetic images to test automated change,1,Descartes Labs,descarteslabs-meditations,2020,8,17,5,43.0,https://medium.com/descarteslabs-team/how-i-trained-a-gan-to-make-it-snow-6f6cfdac4b5e,https://medium.com/@DescartesLabs,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226016,226016,Design in the age of synthetic realities,AI-generated and mixed realities are blurring the boundaries,1,Andy Polaine,Design Voices,2019,9,8,34,453.0,https://medium.com/design-voices/design-in-the-age-of-synthetic-realities-d00215a78580,https://medium.com/@apolaine,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226112,226112,Blast Off!,Dessa Announces $9 Million in Series A Funding,1,Dessa,Dessa News,2017,9,13,3,289.0,https://medium.com/dessa-news/deep-learni-ng-blasts-off-be87649068f1,https://medium.com/@dessa_,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226113,226113,DeepLearni.ng is History,Why Were Changing Our Companys Name to Dessa,1,Dessa,Dessa News,2018,6,11,4,295.0,https://medium.com/dessa-news/deeplearni-ng-is-dessa-2cd8f4b0fc4d,https://medium.com/@dessa_,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226117,226117,N.Y. State of Mind,Introducing Dessa to NYC,1,Dessa,Dessa News,2018,3,9,2,41.0,https://medium.com/dessa-news/n-y-state-of-mind-313bc64881e6,https://medium.com/@dessa_,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226131,226131,Detecting COVID-19 and Normal Pneumonia through AI,,1,Furqan Ali,Detecting COVID and Normal Pneumonia through AI,2020,3,23,7,9.0,https://medium.com/detecting-covid-and-normal-pneumonia-through-ai/detecting-covid-19-and-normal-pneumonia-through-ai-2dc9adaca7ca,https://medium.com/@furqan.ali9500,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226132,226132,Detecting Intracranial Hemorrhage with Deep Learning,"Project by Mohammed Saqib Ashger, Neha Anna John",1,Neha Anna John,Detecting Intracranial Hemorrhage with Deep Learning,2019,12,14,13,70.0,https://medium.com/detecting-intracranial-hemorrhage-with-deep/detecting-intracranial-hemorrhage-with-deep-learning-e3c5a6eb3d11,https://medium.com/@nehaannajohn,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226175,226175,AI learns to play Chromes Dino Runner,Using Neural Networks which teaches itself to play Dino Runner,1,Suman Khadka,Dev Genius,2020,5,31,3,97.0,https://medium.com/dev-genius/ai-learns-to-play-chromes-dino-runner-f05592b0643,https://medium.com/@__sumann,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226186,226186,Basic RCNN Object Detection From Scratch Using Keras and OpenCV,,1,Zarif Azher,Dev Genius,2020,7,26,5,17.0,https://medium.com/dev-genius/basic-rcnn-object-detection-from-scratch-using-keras-and-opencv-19e5e43b3dfd,https://medium.com/@zarif.azher,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226222,226222,Data Augmentation Programming,Data Augmentation is a technique that can be used for making updated,1,Sai Teja,Dev Genius,2020,5,21,5,95.0,https://medium.com/dev-genius/data-augmentation-programming-e9a4703198be,https://medium.com/@saitejaponugoti,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226471,226471,Uydu Grntlerinde Bltleme (Segmentasyon),"Arazinin toporafik yaps, yer alt ve yer st doal kaynaklarn aratrlmas",1,Nurettin Sinano lu,Facebook Developer Circle: Istanbul,2020,4,3,4,112.0,https://medium.com/devcist/uydu-g%C3%B6r%C3%BCnt%C3%BClerinde-b%C3%B6l%C3%BCtleme-segmentasyon-b8e99c1dd57f,https://medium.com/@nurettinsinanoglu,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226547,226547, Programmer101  Matchine learning, Codemania 1001  TrueDigitalPark ,0,Binee,  DEV BAAC,2019,6,23,2,6.0,https://medium.com/devops-baac/%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B9%88%E0%B8%AD-programmer101-%E0%B9%84%E0%B8%94%E0%B9%89%E0%B9%84%E0%B8%9B%E0%B9%80%E0%B8%9B%E0%B8%B4%E0%B8%94%E0%B9%82%E0%B8%A5%E0%B8%81-21e9f1cf6ea4,https://medium.com/@bas3ine,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226653,226653,Installing Tensorflow_gpu with Anaconda Prompt,We all have run our first deep learning program in our CPU and one thing which,1,Dipeshgupta,DGNN,2020,8,20,3,35.0,https://medium.com/dgnn/installing-tensorflow-gpu-with-anaconda-prompt-3f1ab42c1155,https://medium.com/@dipeshgupta563,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226665,226665,Deep Learning for Computer Vision for the average person,,1,Aashay Sachdeva,diaryofawannapreneur,2017,3,6,3,29.0,https://medium.com/diaryofawannapreneur/deep-learning-for-computer-vision-for-the-average-person-861661d8aa61,https://medium.com/@aashay96,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226727,226727,Different types of Activation Functions in a Artificial Neural Network,,0,Sai Gowtham Babu,Fast-Feed.ai,2020,4,28,4,7.0,https://medium.com/different-types-of-activation-functions-in-a/different-types-of-activation-functions-in-a-artificial-neural-network-4b0cc518da0f,https://medium.com/@amburisgbabu,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226729,226729,Softmax Classifier,Use of softmax classifier,1,Sai Gowtham Babu,Fast-Feed.ai,2020,4,28,3,8.0,https://medium.com/different-types-of-activation-functions-in-a/softmax-classifier-f3f80b8a3228,https://medium.com/@amburisgbabu,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226734,226734,How do I design a visual deep learning system?,An introductory exploration for curious people,1,Anthony Sarkis,Diffgram,2019,3,4,9,206.0,https://medium.com/diffgram/how-do-i-design-a-visual-deep-learning-system-in-2019-8597aaa35d03,https://medium.com/@anthony_sarkis,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226736,226736,How to create AI ready data for object detection,,1,Anthony Sarkis,Diffgram,2018,9,25,6,91.0,https://medium.com/diffgram/how-to-create-ai-ready-data-for-object-detection-e395f9dc6cb9,https://medium.com/@anthony_sarkis,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226738,226738,How to validate your deep learning model with the Diffgram SDKTutorial,,1,Anthony Sarkis,Diffgram,2019,2,2,6,133.0,https://medium.com/diffgram/how-to-validate-your-deep-learning-model-with-the-diffgram-sdk-tutorial-22234a9a35,https://medium.com/@anthony_sarkis,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226739,226739,"Ideas for Deep Learning Systems in July 2019. Packages, Construction/Architecture, and Real Estate.",,1,Anthony Sarkis,Diffgram,2019,7,25,6,108.0,https://medium.com/diffgram/ideas-for-deep-learning-systems-in-july-2019-packages-construction-architecture-and-real-estate-67c5fd806d7a,https://medium.com/@anthony_sarkis,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226742,226742,Scale annotation quality,One of the challenges of working with annotations at scale is training and evaluating human annotators. Here we,1,Anthony Sarkis,Diffgram,2019,5,14,9,18.0,https://medium.com/diffgram/scale-annotation-quality-7dd285a22d01,https://medium.com/@anthony_sarkis,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226752,226752,LIA va-t-elle remplacer les radiologues ?,"De la hype  la comprhension, pour une prparation vigilante.",1,Adam Lazrak,Digicare,2020,5,17,7,63.0,https://medium.com/digicare/lia-va-t-elle-remplacer-les-radiologues-51f369525142,https://medium.com/@lazadam,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226804,226804,"Immortality? It exists, Ive seen it, and it has the shape of a chatbot.",,1,Ivan Ferrero Digital Psy,Digital Bridges,2017,6,23,3,7.0,https://medium.com/digital-bridges/immortality-it-exists-ive-seen-it-and-it-has-the-shape-of-a-chatbot-93cd56a259a6,https://medium.com/@ivanpsy,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226816,226816,Deep learning defined,Businesses are generating more data than ever beforeand the flow is rapidly,1,Digital Bulletin,Digital Bulletin,2019,7,19,7,50.0,https://medium.com/digital-bulletin/deep-learning-defined-3c849dd58d71,https://medium.com/@DigitalBulletin,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226820,226820,How AI and Deep Learning are changing the sports game,"In a column exclusive to Digital Bulletin, Atif",1,Digital Bulletin,Digital Bulletin,2019,11,26,5,0.0,https://medium.com/digital-bulletin/how-ai-and-deep-learning-are-changing-the-sports-game-cba47fc0bab4,https://medium.com/@DigitalBulletin,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
226886,226886,[Tensorflow Android] Quickly Create Image Editing App Like Prisma on Android,,1,Ajeet Kumar,Digital Curry,2018,9,8,7,49.0,https://medium.com/digital-curry/tensorflow-android-how-to-integrate-a-pre-trained-tensorflow-model-in-an-android-app-b2d5089dacb0,https://medium.com/@ajeet2511,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
227135,227135,Facebook backs deep tech for good,"Facebook has joined forces with Bethnal Green Ventures for a second time, as its LDN_LAB tech-for-good incubator embarks on its next London chapter. The deep tech ventures it is targeting have under a week to apply for a place.",0,DigitalAgenda,DigitalAgenda,2018,8,29,2,0.0,https://medium.com/digitalagenda/facebook-backs-deep-tech-for-good-e704d9649c5f,https://medium.com/@digitalagenda,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
227206,227206,"AI, AlphaZero & what the future holds","With image recognition, natural language recognition, game engines and other technologies that are becoming more and more common and embedded in everyday technology, AI seems to be slowly permeating every facet of our daily lives and business (Arago 2017). You can speak to a personal",0,Alexander Roznowski,GALACTIC TIMES,2018,2,21,2,5.0,https://medium.com/digitial-intelligence-lab/ai-alphazero-what-the-future-holds-5053b2f83964,https://medium.com/@alexander_roznowski,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
227294,227294,The Team Behind the Keyboard at Discover Computer Vision,Whore we? What do we publish? Why &,1,Somraj Saha,Discover Computer Vision,2020,5,15,4,0.0,https://medium.com/discover-computer-vision/about-discover-computer-vision-15908db9f5f6,https://medium.com/@jarmos,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
227296,227296,,,1,Somraj Saha,Discover Computer Vision,2020,5,19,6,11.0,https://medium.com/discover-computer-vision/discover-computer-vision-submission-guidelines-27e3f686e596,https://medium.com/@jarmos,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
227313,227313,A Paper in 5 minsFactorVAE,,1,Nicola Bernini,Discussing Deep Learning,2020,5,29,4,1.0,https://medium.com/discussing-deep-learning/a-paper-in-5-mins-factorvae-7a4b34b0cdf6,https://medium.com/@nicolabernini_63880,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
